timestamp,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
14.706163,-0.126595,0.884687,0.448669,-0.453252,-0.685522,0.248890,-0.684188,0.227638,-0.716961,-0.394187,0.574964,0.122012,0.000000,0.000000,0.000000,1.000000
14.722836,-0.129255,0.883228,0.450780,-0.452942,-0.682831,0.250363,-0.686338,0.227706,-0.719051,-0.396519,0.570735,0.123292,0.000000,0.000000,0.000000,1.000000
14.739510,-0.131227,0.882426,0.451779,-0.452625,-0.680556,0.251183,-0.688296,0.227780,-0.720849,-0.397784,0.567578,0.124598,0.000000,0.000000,0.000000,1.000000
14.756183,-0.132981,0.881598,0.452880,-0.452281,-0.678609,0.252043,-0.689902,0.227884,-0.722362,-0.399072,0.564743,0.125875,0.000000,0.000000,0.000000,1.000000
14.772857,-0.135034,0.880394,0.454613,-0.452308,-0.676200,0.253481,-0.691738,0.227958,-0.724237,-0.400817,0.561093,0.127708,0.000000,0.000000,0.000000,1.000000
14.789531,-0.137596,0.879119,0.456309,-0.452060,-0.673311,0.254862,-0.694045,0.228002,-0.726443,-0.402736,0.556852,0.129194,0.000000,0.000000,0.000000,1.000000
14.806204,-0.139854,0.878009,0.457756,-0.451759,-0.670368,0.256277,-0.696368,0.228063,-0.728730,-0.404255,0.552748,0.130598,0.000000,0.000000,0.000000,1.000000
14.822878,-0.141348,0.876858,0.459500,-0.451491,-0.667867,0.258154,-0.698076,0.228202,-0.730735,-0.405556,0.549136,0.131965,0.000000,0.000000,0.000000,1.000000
14.839551,-0.142547,0.875673,0.461387,-0.451259,-0.665706,0.260143,-0.699401,0.228385,-0.732472,-0.406846,0.545858,0.133309,0.000000,0.000000,0.000000,1.000000
14.856225,-0.143827,0.874481,0.463247,-0.451054,-0.663314,0.262200,-0.700903,0.228558,-0.734390,-0.408087,0.542344,0.134675,0.000000,0.000000,0.000000,1.000000
14.872899,-0.145072,0.873194,0.465281,-0.450663,-0.660751,0.264523,-0.702450,0.228526,-0.736452,-0.409341,0.538589,0.136139,0.000000,0.000000,0.000000,1.000000
14.889572,-0.146235,0.872168,0.466839,-0.450484,-0.658340,0.266436,-0.703989,0.228595,-0.738380,-0.410286,0.535220,0.137572,0.000000,0.000000,0.000000,1.000000
14.906246,-0.147279,0.871435,0.467879,-0.450390,-0.656221,0.267845,-0.705431,0.228688,-0.740056,-0.410927,0.532406,0.138984,0.000000,0.000000,0.000000,1.000000
14.922919,-0.148379,0.870487,0.469293,-0.450330,-0.654056,0.269554,-0.706790,0.228794,-0.741751,-0.411817,0.529351,0.140376,0.000000,0.000000,0.000000,1.000000
14.939593,-0.149876,0.869108,0.471369,-0.450292,-0.651495,0.271800,-0.708293,0.228890,-0.743701,-0.413251,0.525483,0.141754,0.000000,0.000000,0.000000,1.000000
14.956267,-0.151826,0.867708,0.473320,-0.450274,-0.648655,0.273853,-0.710106,0.228944,-0.745785,-0.414834,0.521265,0.143133,0.000000,0.000000,0.000000,1.000000
14.972940,-0.153515,0.866551,0.474892,-0.450424,-0.646016,0.275648,-0.711816,0.229376,-0.747728,-0.416062,0.517490,0.145548,0.000000,0.000000,0.000000,1.000000
14.989614,-0.154346,0.865379,0.476756,-0.450577,-0.643970,0.277847,-0.712813,0.229635,-0.749319,-0.417037,0.514394,0.147254,0.000000,0.000000,0.000000,1.000000
15.006287,-0.154779,0.864129,0.478878,-0.450720,-0.642115,0.280386,-0.713493,0.229860,-0.750821,-0.417928,0.511472,0.148725,0.000000,0.000000,0.000000,1.000000
15.022961,-0.155713,0.862680,0.481183,-0.450797,-0.640199,0.282836,-0.714247,0.230042,-0.752262,-0.419270,0.508246,0.150092,0.000000,0.000000,0.000000,1.000000
15.039635,-0.157492,0.860903,0.483780,-0.450797,-0.638046,0.285199,-0.715234,0.230177,-0.753720,-0.421317,0.504379,0.151405,0.000000,0.000000,0.000000,1.000000
15.056308,-0.159856,0.858926,0.486510,-0.450734,-0.635619,0.287521,-0.716464,0.230286,-0.755271,-0.423766,0.499988,0.152718,0.000000,0.000000,0.000000,1.000000
15.072982,-0.162532,0.857059,0.488910,-0.450623,-0.632988,0.289533,-0.717981,0.230616,-0.756908,-0.426169,0.495450,0.154464,0.000000,0.000000,0.000000,1.000000
15.089655,-0.165696,0.855297,0.490929,-0.450434,-0.630393,0.290964,-0.719684,0.230768,-0.758386,-0.428727,0.490962,0.155944,0.000000,0.000000,0.000000,1.000000
15.106329,-0.169346,0.853300,0.493154,-0.450208,-0.627587,0.292449,-0.721532,0.230868,-0.759906,-0.431685,0.485995,0.157349,0.000000,0.000000,0.000000,1.000000
15.123003,-0.172868,0.851466,0.495098,-0.449977,-0.624535,0.293937,-0.723572,0.230963,-0.761625,-0.434289,0.480959,0.158777,0.000000,0.000000,0.000000,1.000000
15.139676,-0.176076,0.850015,0.496460,-0.449733,-0.621750,0.294972,-0.725547,0.231092,-0.763167,-0.436425,0.476560,0.160227,0.000000,0.000000,0.000000,1.000000
15.156350,-0.179067,0.848538,0.497915,-0.449472,-0.619178,0.296099,-0.727285,0.231287,-0.764561,-0.438530,0.472375,0.161672,0.000000,0.000000,0.000000,1.000000
15.173023,-0.181958,0.846985,0.499507,-0.449495,-0.616652,0.297392,-0.728902,0.231804,-0.765919,-0.440651,0.468183,0.163500,0.000000,0.000000,0.000000,1.000000
15.189697,-0.184500,0.845653,0.500830,-0.449291,-0.613978,0.298740,-0.730606,0.232165,-0.767458,-0.442295,0.464095,0.165115,0.000000,0.000000,0.000000,1.000000
15.206371,-0.186832,0.844441,0.502010,-0.448965,-0.611372,0.300050,-0.732253,0.232501,-0.768972,-0.443723,0.460209,0.166673,0.000000,0.000000,0.000000,1.000000
15.223044,-0.189301,0.843224,0.503128,-0.448524,-0.608650,0.301316,-0.733998,0.232841,-0.770526,-0.445176,0.456189,0.168218,0.000000,0.000000,0.000000,1.000000
15.239718,-0.191870,0.842327,0.503658,-0.447969,-0.605856,0.302074,-0.735996,0.233160,-0.772091,-0.446360,0.452370,0.169778,0.000000,0.000000,0.000000,1.000000
15.256391,-0.194232,0.841953,0.503377,-0.447304,-0.603097,0.302217,-0.738200,0.233460,-0.773659,-0.446967,0.449079,0.171365,0.000000,0.000000,0.000000,1.000000
15.273065,-0.196291,0.841625,0.503128,-0.447188,-0.600402,0.302510,-0.740274,0.234232,-0.775234,-0.447388,0.445933,0.172886,0.000000,0.000000,0.000000,1.000000
15.289739,-0.198517,0.841255,0.502873,-0.446516,-0.597269,0.302968,-0.742617,0.234677,-0.777084,-0.447773,0.442312,0.174456,0.000000,0.000000,0.000000,1.000000
15.306412,-0.201007,0.840972,0.502358,-0.445577,-0.593791,0.303269,-0.745279,0.235000,-0.779108,-0.448101,0.438402,0.176031,0.000000,0.000000,0.000000,1.000000
15.323086,-0.203342,0.840804,0.501698,-0.444502,-0.590074,0.303658,-0.748067,0.235318,-0.781323,-0.448152,0.434390,0.177596,0.000000,0.000000,0.000000,1.000000
15.339759,-0.205502,0.840675,0.501033,-0.443345,-0.586546,0.304022,-0.750689,0.235691,-0.783411,-0.448147,0.430617,0.179116,0.000000,0.000000,0.000000,1.000000
15.356433,-0.207511,0.840829,0.499947,-0.442110,-0.583084,0.304045,-0.753372,0.236118,-0.785464,-0.447843,0.427181,0.180616,0.000000,0.000000,0.000000,1.000000
15.373107,-0.209269,0.840981,0.498955,-0.441079,-0.579599,0.304285,-0.755960,0.236878,-0.787573,-0.447393,0.423755,0.182170,0.000000,0.000000,0.000000,1.000000
15.389780,-0.210586,0.841102,0.498198,-0.439744,-0.576107,0.304947,-0.758358,0.237603,-0.789781,-0.446715,0.420347,0.183738,0.000000,0.000000,0.000000,1.000000
15.406454,-0.211883,0.841475,0.497016,-0.438121,-0.572351,0.305380,-0.761024,0.238347,-0.792162,-0.445716,0.416914,0.185412,0.000000,0.000000,0.000000,1.000000
15.423127,-0.214596,0.841811,0.495280,-0.436217,-0.567677,0.305145,-0.764611,0.239020,-0.794790,-0.445242,0.412394,0.187162,0.000000,0.000000,0.000000,1.000000
15.439801,-0.218194,0.842057,0.493286,-0.434159,-0.562163,0.304726,-0.768840,0.239623,-0.797724,-0.445064,0.406884,0.188992,0.000000,0.000000,0.000000,1.000000
15.456474,-0.220836,0.843106,0.490309,-0.432105,-0.556691,0.303821,-0.773168,0.240185,-0.800829,-0.443694,0.402255,0.190937,0.000000,0.000000,0.000000,1.000000
15.473148,-0.221508,0.845345,0.486133,-0.430281,-0.551812,0.302366,-0.777225,0.241117,-0.804014,-0.440416,0.399495,0.193123,0.000000,0.000000,0.000000,1.000000
15.489822,-0.220538,0.848287,0.481426,-0.428374,-0.547531,0.300806,-0.780849,0.241767,-0.807200,-0.435803,0.398125,0.195229,0.000000,0.000000,0.000000,1.000000
15.506495,-0.219589,0.851174,0.476742,-0.426360,-0.543523,0.299070,-0.784308,0.242257,-0.810162,-0.431346,0.396961,0.197171,0.000000,0.000000,0.000000,1.000000
15.523169,-0.220139,0.853550,0.472219,-0.424175,-0.539037,0.297026,-0.788172,0.242573,-0.813005,-0.428051,0.394708,0.198899,0.000000,0.000000,0.000000,1.000000
15.539843,-0.221951,0.855378,0.468046,-0.421851,-0.533999,0.294998,-0.792351,0.242757,-0.815832,-0.425799,0.391296,0.200442,0.000000,0.000000,0.000000,1.000000
15.556516,-0.224018,0.856732,0.464571,-0.419472,-0.528838,0.293544,-0.796343,0.242890,-0.818624,-0.424078,0.387313,0.201828,0.000000,0.000000,0.000000,1.000000
15.573190,-0.225866,0.858320,0.460730,-0.417320,-0.524169,0.291569,-0.800147,0.243193,-0.821116,-0.422226,0.384049,0.202905,0.000000,0.000000,0.000000,1.000000
15.589863,-0.227460,0.860354,0.456128,-0.415035,-0.520187,0.288621,-0.803806,0.243301,-0.823206,-0.420105,0.381895,0.203963,0.000000,0.000000,0.000000,1.000000
15.606537,-0.229190,0.862208,0.451740,-0.412730,-0.516405,0.285693,-0.807283,0.243341,-0.825105,-0.418302,0.379771,0.204923,0.000000,0.000000,0.000000,1.000000
15.623211,-0.230909,0.863899,0.447615,-0.410477,-0.512600,0.283011,-0.810646,0.243360,-0.826996,-0.416632,0.377485,0.205775,0.000000,0.000000,0.000000,1.000000
15.639884,-0.231585,0.866047,0.443092,-0.408309,-0.509447,0.280057,-0.813653,0.243416,-0.828753,-0.414162,0.376348,0.206570,0.000000,0.000000,0.000000,1.000000
15.656558,-0.232047,0.868225,0.438565,-0.406185,-0.506809,0.276919,-0.816370,0.243507,-0.830240,-0.411705,0.375767,0.207281,0.000000,0.000000,0.000000,1.000000
15.673231,-0.233107,0.869899,0.434669,-0.404054,-0.503805,0.274288,-0.819114,0.243247,-0.831770,-0.409930,0.374321,0.207620,0.000000,0.000000,0.000000,1.000000
15.689905,-0.234481,0.871590,0.430522,-0.401971,-0.500376,0.271483,-0.822144,0.243230,-0.833452,-0.408200,0.372466,0.208125,0.000000,0.000000,0.000000,1.000000
15.706578,-0.234790,0.874027,0.425383,-0.399967,-0.497285,0.268011,-0.825153,0.243366,-0.835213,-0.405274,0.371714,0.208742,0.000000,0.000000,0.000000,1.000000
15.723252,-0.233547,0.877316,0.419252,-0.398057,-0.495570,0.263574,-0.827610,0.243671,-0.836580,-0.401054,0.373215,0.209383,0.000000,0.000000,0.000000,1.000000
15.739926,-0.231564,0.880971,0.412636,-0.396247,-0.494935,0.258478,-0.829595,0.244133,-0.837507,-0.396333,0.376169,0.209873,0.000000,0.000000,0.000000,1.000000
15.756599,-0.230512,0.884001,0.406703,-0.394358,-0.494116,0.253726,-0.831548,0.244671,-0.838280,-0.392640,0.378312,0.210202,0.000000,0.000000,0.000000,1.000000
15.773273,-0.230579,0.886292,0.401646,-0.392281,-0.492474,0.249706,-0.833736,0.245208,-0.839227,-0.390042,0.378899,0.210505,0.000000,0.000000,0.000000,1.000000
15.789946,-0.230509,0.888439,0.396915,-0.390152,-0.490399,0.246245,-0.835986,0.245749,-0.840461,-0.387349,0.378929,0.210818,0.000000,0.000000,0.000000,1.000000
15.806620,-0.229569,0.890787,0.392168,-0.388038,-0.488134,0.243216,-0.838196,0.246294,-0.842035,-0.383854,0.378989,0.211187,0.000000,0.000000,0.000000,1.000000
15.823294,-0.227981,0.893547,0.386780,-0.385960,-0.485787,0.239880,-0.840517,0.246795,-0.843822,-0.379515,0.379386,0.211603,0.000000,0.000000,0.000000,1.000000
15.839967,-0.225999,0.896585,0.380868,-0.383943,-0.483199,0.236314,-0.843015,0.247226,-0.845839,-0.374556,0.379823,0.212045,0.000000,0.000000,0.000000,1.000000
15.856641,-0.223565,0.900183,0.373750,-0.382090,-0.480518,0.231827,-0.845789,0.247503,-0.848010,-0.368682,0.380726,0.212256,0.000000,0.000000,0.000000,1.000000
15.873314,-0.220847,0.904005,0.366063,-0.380190,-0.478287,0.226715,-0.848435,0.247780,-0.849981,-0.362458,0.382305,0.212655,0.000000,0.000000,0.000000,1.000000
15.889988,-0.218418,0.907196,0.359567,-0.378275,-0.475966,0.222627,-0.850819,0.248085,-0.851909,-0.356976,0.383169,0.213068,0.000000,0.000000,0.000000,1.000000
15.906662,-0.216139,0.909832,0.354245,-0.376370,-0.473063,0.219802,-0.853170,0.248375,-0.854105,-0.351983,0.382900,0.213495,0.000000,0.000000,0.000000,1.000000
15.923335,-0.213780,0.912366,0.349124,-0.374467,-0.469569,0.217417,-0.855707,0.248607,-0.856623,-0.346870,0.381939,0.213956,0.000000,0.000000,0.000000,1.000000
15.940009,-0.211501,0.914837,0.344007,-0.372545,-0.465989,0.215004,-0.858270,0.248791,-0.859140,-0.341828,0.380830,0.214414,0.000000,0.000000,0.000000,1.000000
15.956682,-0.209487,0.917094,0.339195,-0.370554,-0.462341,0.212763,-0.860798,0.248773,-0.861601,-0.337150,0.379439,0.214627,0.000000,0.000000,0.000000,1.000000
15.973356,-0.207601,0.919221,0.334566,-0.368615,-0.459066,0.210467,-0.863112,0.248887,-0.863806,-0.332770,0.378290,0.214968,0.000000,0.000000,0.000000,1.000000
15.990030,-0.205363,0.921538,0.329536,-0.366719,-0.456572,0.207617,-0.865123,0.249077,-0.865661,-0.328121,0.378111,0.215363,0.000000,0.000000,0.000000,1.000000
16.006703,-0.202561,0.923940,0.324506,-0.364862,-0.454878,0.204681,-0.866713,0.249332,-0.867211,-0.323173,0.378819,0.215778,0.000000,0.000000,0.000000,1.000000
16.023377,-0.199333,0.926418,0.319400,-0.363027,-0.453423,0.201754,-0.868161,0.249588,-0.868720,-0.317877,0.379843,0.216216,0.000000,0.000000,0.000000,1.000000
16.040050,-0.196508,0.928836,0.314084,-0.361173,-0.451905,0.198482,-0.869705,0.249788,-0.870153,-0.312840,0.380743,0.216636,0.000000,0.000000,0.000000,1.000000
16.056724,-0.193819,0.931361,0.308223,-0.359828,-0.450569,0.194575,-0.871280,0.250045,-0.871448,-0.307746,0.381930,0.216614,0.000000,0.000000,0.000000,1.000000
16.073398,-0.191192,0.933924,0.302046,-0.358111,-0.449466,0.190264,-0.872800,0.250219,-0.872597,-0.302632,0.383390,0.216862,0.000000,0.000000,0.000000,1.000000
16.090071,-0.188320,0.936396,0.296139,-0.356270,-0.448363,0.186305,-0.874220,0.250363,-0.873788,-0.297411,0.384760,0.217204,0.000000,0.000000,0.000000,1.000000
16.106745,-0.185342,0.938866,0.290136,-0.354375,-0.447098,0.182354,-0.875700,0.250457,-0.875073,-0.292023,0.385967,0.217586,0.000000,0.000000,0.000000,1.000000
16.123418,-0.182414,0.941257,0.284183,-0.352429,-0.445575,0.178511,-0.877267,0.250506,-0.876463,-0.286651,0.386838,0.217985,0.000000,0.000000,0.000000,1.000000
16.140092,-0.179719,0.943366,0.278857,-0.350438,-0.443678,0.175271,-0.878880,0.250512,-0.877981,-0.281674,0.387052,0.218400,0.000000,0.000000,0.000000,1.000000
16.156766,-0.177175,0.945170,0.274342,-0.349052,-0.440956,0.172972,-0.880704,0.250686,-0.879868,-0.277011,0.386132,0.218362,0.000000,0.000000,0.000000,1.000000
16.173439,-0.174443,0.947013,0.269696,-0.347270,-0.438207,0.170615,-0.882534,0.250696,-0.881785,-0.272134,0.385225,0.218686,0.000000,0.000000,0.000000,1.000000
16.190113,-0.171259,0.949191,0.264022,-0.345354,-0.436105,0.167264,-0.884214,0.250647,-0.883449,-0.266571,0.385302,0.219142,0.000000,0.000000,0.000000,1.000000
16.206786,-0.167792,0.951603,0.257483,-0.343370,-0.434637,0.163021,-0.885729,0.250570,-0.884837,-0.260530,0.386248,0.219634,0.000000,0.000000,0.000000,1.000000
16.223460,-0.163994,0.954171,0.250327,-0.341338,-0.433758,0.158165,-0.887039,0.250481,-0.885980,-0.254051,0.387941,0.220154,0.000000,0.000000,0.000000,1.000000
16.240134,-0.160008,0.956964,0.242111,-0.339268,-0.432950,0.152385,-0.888444,0.250315,-0.887103,-0.246980,0.389934,0.220706,0.000000,0.000000,0.000000,1.000000
16.256807,-0.155976,0.959787,0.233410,-0.338212,-0.431892,0.146249,-0.889989,0.250169,-0.888336,-0.239625,0.391713,0.221476,0.000000,0.000000,0.000000,1.000000
16.273481,-0.152024,0.962324,0.225435,-0.336455,-0.430434,0.140861,-0.891563,0.249909,-0.889728,-0.232574,0.392803,0.222101,0.000000,0.000000,0.000000,1.000000
16.290154,-0.148190,0.964529,0.218459,-0.334467,-0.428842,0.136377,-0.893026,0.249613,-0.891142,-0.226022,0.393421,0.222629,0.000000,0.000000,0.000000,1.000000
16.306828,-0.144307,0.966547,0.212044,-0.332399,-0.427110,0.132458,-0.894445,0.249283,-0.892610,-0.219641,0.393707,0.223105,0.000000,0.000000,0.000000,1.000000
16.323501,-0.140499,0.968468,0.205742,-0.330274,-0.424970,0.128697,-0.896012,0.248892,-0.894238,-0.213323,0.393488,0.223554,0.000000,0.000000,0.000000,1.000000
16.340175,-0.136751,0.970379,0.199158,-0.328096,-0.422670,0.124670,-0.897668,0.248462,-0.895907,-0.206935,0.393101,0.223971,0.000000,0.000000,0.000000,1.000000
16.356849,-0.132659,0.972395,0.191961,-0.326057,-0.420840,0.120089,-0.899151,0.248078,-0.897382,-0.200066,0.393292,0.224035,0.000000,0.000000,0.000000,1.000000
16.373522,-0.128484,0.974512,0.183897,-0.323877,-0.419359,0.114650,-0.900552,0.247637,-0.898682,-0.192826,0.393940,0.224274,0.000000,0.000000,0.000000,1.000000
16.390196,-0.124365,0.976656,0.175144,-0.321629,-0.418265,0.108463,-0.901826,0.247179,-0.899771,-0.185412,0.395013,0.224548,0.000000,0.000000,0.000000,1.000000
16.406869,-0.120269,0.978545,0.167288,-0.319371,-0.417209,0.103086,-0.902945,0.246762,-0.900817,-0.178390,0.395860,0.224796,0.000000,0.000000,0.000000,1.000000
16.423543,-0.115792,0.980241,0.160375,-0.317167,-0.416183,0.098724,-0.903906,0.246384,-0.901878,-0.171410,0.396528,0.225014,0.000000,0.000000,0.000000,1.000000
16.440217,-0.110977,0.981964,0.153074,-0.315049,-0.415265,0.094117,-0.904819,0.245979,-0.902906,-0.163980,0.397330,0.225202,0.000000,0.000000,0.000000,1.000000
16.456890,-0.106021,0.983645,0.145610,-0.313502,-0.414419,0.089401,-0.905685,0.245933,-0.903890,-0.156365,0.398163,0.223340,0.000000,0.000000,0.000000,1.000000
16.473564,-0.100948,0.985248,0.138190,-0.311746,-0.414025,0.084698,-0.906317,0.245643,-0.904651,-0.148705,0.399367,0.222731,0.000000,0.000000,0.000000,1.000000
16.490237,-0.095508,0.986838,0.130493,-0.310017,-0.414482,0.079763,-0.906555,0.245313,-0.905032,-0.140670,0.401409,0.222474,0.000000,0.000000,0.000000,1.000000
16.506911,-0.089749,0.988472,0.121936,-0.308383,-0.415333,0.074132,-0.906644,0.244947,-0.905231,-0.132014,0.403892,0.222298,0.000000,0.000000,0.000000,1.000000
16.523585,-0.083896,0.990028,0.113167,-0.306835,-0.416576,0.068321,-0.906530,0.244586,-0.905221,-0.123197,0.406690,0.222088,0.000000,0.000000,0.000000,1.000000
16.540258,-0.078028,0.991412,0.104949,-0.305371,-0.417926,0.063046,-0.906291,0.244239,-0.905124,-0.114576,0.409418,0.221804,0.000000,0.000000,0.000000,1.000000
16.556932,-0.072205,0.992696,0.096648,-0.304163,-0.419005,0.057744,-0.906146,0.244195,-0.905109,-0.105924,0.411775,0.220881,0.000000,0.000000,0.000000,1.000000
16.573605,-0.066186,0.993845,0.088833,-0.302927,-0.419700,0.053040,-0.906112,0.243886,-0.905247,-0.097255,0.413606,0.220291,0.000000,0.000000,0.000000,1.000000
16.590279,-0.060242,0.994779,0.082373,-0.301697,-0.420161,0.049585,-0.906094,0.243523,-0.905448,-0.089195,0.414981,0.219728,0.000000,0.000000,0.000000,1.000000
16.606953,-0.054667,0.995562,0.076602,-0.300481,-0.420460,0.046632,-0.906112,0.243136,-0.905663,-0.081742,0.416045,0.219111,0.000000,0.000000,0.000000,1.000000
16.623626,-0.048872,0.996357,0.069886,-0.299331,-0.420891,0.042910,-0.906096,0.242706,-0.905793,-0.073698,0.417261,0.218479,0.000000,0.000000,0.000000,1.000000
16.640300,-0.042619,0.997141,0.062397,-0.298245,-0.421609,0.038671,-0.905953,0.242284,-0.905776,-0.064918,0.418755,0.217849,0.000000,0.000000,0.000000,1.000000
16.656973,-0.036260,0.997822,0.055112,-0.297623,-0.422794,0.034652,-0.905563,0.242135,-0.905500,-0.056136,0.420616,0.216525,0.000000,0.000000,0.000000,1.000000
16.673647,-0.030227,0.998419,0.047399,-0.297146,-0.424515,0.030108,-0.904920,0.242104,-0.904916,-0.047475,0.422934,0.214936,0.000000,0.000000,0.000000,1.000000
16.690320,-0.024498,0.998949,0.038743,-0.296238,-0.426609,0.024602,-0.904102,0.241899,-0.904105,-0.038677,0.425557,0.213955,0.000000,0.000000,0.000000,1.000000
16.706994,-0.018501,0.999352,0.030888,-0.295221,-0.428133,0.019999,-0.903495,0.241645,-0.903526,-0.029940,0.427485,0.213207,0.000000,0.000000,0.000000,1.000000
16.723668,-0.012213,0.999653,0.023358,-0.294184,-0.428904,0.015864,-0.903211,0.241328,-0.903268,-0.021049,0.428561,0.212578,0.000000,0.000000,0.000000,1.000000
16.740341,-0.006059,0.999861,0.015528,-0.293122,-0.429095,0.011426,-0.903187,0.240922,-0.903239,-0.012135,0.428966,0.212034,0.000000,0.000000,0.000000,1.000000
16.757015,-0.000003,0.999970,0.007803,-0.295204,-0.428850,0.007048,-0.903348,0.241726,-0.903376,-0.003349,0.428837,0.206923,0.000000,0.000000,0.000000,1.000000
16.773688,0.006076,0.999982,-0.000048,-0.295197,-0.428231,0.002558,-0.903666,0.241644,-0.903649,0.005511,0.428238,0.204995,0.000000,0.000000,0.000000,1.000000
16.790362,0.012244,0.999896,-0.007640,-0.294524,-0.427639,-0.001670,-0.903948,0.241327,-0.903867,0.014335,0.427574,0.204133,0.000000,0.000000,0.000000,1.000000
16.807036,0.018774,0.999709,-0.015171,-0.293651,-0.427094,-0.005701,-0.904189,0.240969,-0.904012,0.023454,0.426862,0.203704,0.000000,0.000000,0.000000,1.000000
16.823709,0.025148,0.999433,-0.022390,-0.292694,-0.426417,-0.009533,-0.904476,0.240604,-0.904177,0.032293,0.425936,0.203472,0.000000,0.000000,0.000000,1.000000
16.840383,0.031351,0.999086,-0.029071,-0.291707,-0.425746,-0.012966,-0.904750,0.240260,-0.904299,0.040742,0.424950,0.203359,0.000000,0.000000,0.000000,1.000000
16.857056,0.037340,0.998659,-0.035866,-0.290741,-0.424999,-0.016613,-0.905042,0.239917,-0.904424,0.049038,0.423808,0.203353,0.000000,0.000000,0.000000,1.000000
16.873730,0.043293,0.998164,-0.042368,-0.289834,-0.424099,-0.020036,-0.905394,0.239573,-0.904580,0.057165,0.422453,0.203439,0.000000,0.000000,0.000000,1.000000
16.890404,0.049359,0.997589,-0.048789,-0.289019,-0.423363,-0.023346,-0.905659,0.239246,-0.904614,0.065358,0.421190,0.203601,0.000000,0.000000,0.000000,1.000000
16.907077,0.055363,0.996935,-0.055275,-0.288318,-0.422692,-0.026753,-0.905878,0.238914,-0.904581,0.073517,0.419916,0.203813,0.000000,0.000000,0.000000,1.000000
16.923751,0.061601,0.996180,-0.061895,-0.287781,-0.422044,-0.030198,-0.906072,0.238561,-0.904480,0.081938,0.418572,0.204073,0.000000,0.000000,0.000000,1.000000
16.940424,0.068285,0.995290,-0.068806,-0.287430,-0.421533,-0.033725,-0.906186,0.238190,-0.904238,0.090883,0.417245,0.204363,0.000000,0.000000,0.000000,1.000000
16.957098,0.075369,0.994239,-0.076215,-0.287223,-0.421662,-0.037485,-0.905978,0.237838,-0.903616,0.100419,0.416407,0.204637,0.000000,0.000000,0.000000,1.000000
16.973771,0.082576,0.993040,-0.083981,-0.287091,-0.422592,-0.041427,-0.905373,0.237521,-0.902550,0.110252,0.416230,0.204853,0.000000,0.000000,0.000000,1.000000
16.990445,0.089692,0.991776,-0.091301,-0.286962,-0.423913,-0.044938,-0.904587,0.237225,-0.901251,0.119838,0.416396,0.204980,0.000000,0.000000,0.000000,1.000000
17.007119,0.096469,0.990472,-0.098279,-0.286789,-0.425488,-0.048226,-0.903678,0.236902,-0.899808,0.128993,0.416782,0.204994,0.000000,0.000000,0.000000,1.000000
17.023792,0.102161,0.989168,-0.105404,-0.286528,-0.427242,-0.052058,-0.902637,0.236489,-0.898347,0.137247,0.417296,0.204853,0.000000,0.000000,0.000000,1.000000
17.040466,0.107210,0.987832,-0.112666,-0.286229,-0.428660,-0.056320,-0.901709,0.235949,-0.897083,0.144967,0.417406,0.204563,0.000000,0.000000,0.000000,1.000000
17.057139,0.112519,0.986365,-0.120094,-0.285962,-0.429987,-0.060625,-0.900798,0.235312,-0.895796,0.152996,0.417302,0.204143,0.000000,0.000000,0.000000,1.000000
17.073813,0.118156,0.984869,-0.126781,-0.285698,-0.431199,-0.064121,-0.899976,0.234643,-0.894487,0.161005,0.417098,0.203590,0.000000,0.000000,0.000000,1.000000
17.090487,0.123494,0.983460,-0.132495,-0.285393,-0.432126,-0.066897,-0.899328,0.233947,-0.893317,0.168316,0.416718,0.202906,0.000000,0.000000,0.000000,1.000000
17.107160,0.128862,0.982109,-0.137321,-0.285075,-0.432990,-0.068855,-0.898765,0.233268,-0.892140,0.175275,0.416371,0.202132,0.000000,0.000000,0.000000,1.000000
17.123834,0.134456,0.980518,-0.143199,-0.284794,-0.434626,-0.071515,-0.897767,0.232606,-0.890518,0.182948,0.416544,0.201323,0.000000,0.000000,0.000000,1.000000
17.140507,0.140531,0.978568,-0.150521,-0.284567,-0.436409,-0.075241,-0.896597,0.231898,-0.888706,0.191689,0.416482,0.200549,0.000000,0.000000,0.000000,1.000000
17.157181,0.146910,0.976411,-0.158239,-0.284339,-0.437653,-0.079300,-0.895640,0.231115,-0.887061,0.200832,0.415680,0.199845,0.000000,0.000000,0.000000,1.000000
17.173855,0.153358,0.974178,-0.165708,-0.284073,-0.438208,-0.083257,-0.895009,0.230270,-0.885694,0.209872,0.414125,0.199232,0.000000,0.000000,0.000000,1.000000
17.190528,0.159660,0.971736,-0.173890,-0.283776,-0.438269,-0.088063,-0.894520,0.229353,-0.884550,0.219029,0.411822,0.198729,0.000000,0.000000,0.000000,1.000000
17.207202,0.165859,0.969017,-0.183024,-0.283468,-0.438301,-0.093820,-0.893919,0.228406,-0.883393,0.228484,0.409160,0.198363,0.000000,0.000000,0.000000,1.000000
17.223875,0.172155,0.966119,-0.192293,-0.283177,-0.438465,-0.099650,-0.893207,0.227473,-0.882106,0.238084,0.406454,0.198120,0.000000,0.000000,0.000000,1.000000
17.240549,0.178677,0.963279,-0.200422,-0.282937,-0.438504,-0.104388,-0.892646,0.226572,-0.880789,0.247381,0.403750,0.197947,0.000000,0.000000,0.000000,1.000000
