timestamp,m00,m01,m02,m10,m11,m12,m20,m21,m22
5.185515,1329.212036,0.000000,966.175476,0.000000,1329.212036,719.418091,0.000000,0.000000,1.000000
5.202189,1329.191162,0.000000,966.187927,0.000000,1329.191162,719.370667,0.000000,0.000000,1.000000
5.218863,1329.188354,0.000000,966.174561,0.000000,1329.188354,719.410278,0.000000,0.000000,1.000000
5.235536,1329.229858,0.000000,966.182983,0.000000,1329.229858,719.410828,0.000000,0.000000,1.000000
5.252210,1329.179321,0.000000,966.195007,0.000000,1329.179321,719.433655,0.000000,0.000000,1.000000
5.268884,1329.191162,0.000000,966.194641,0.000000,1329.191162,719.376831,0.000000,0.000000,1.000000
5.285557,1329.250732,0.000000,966.177490,0.000000,1329.250732,719.426453,0.000000,0.000000,1.000000
5.302231,1329.238892,0.000000,966.159607,0.000000,1329.238892,719.413147,0.000000,0.000000,1.000000
5.318905,1329.206055,0.000000,966.155396,0.000000,1329.206055,719.397339,0.000000,0.000000,1.000000
5.335578,1329.223877,0.000000,966.189331,0.000000,1329.223877,719.410095,0.000000,0.000000,1.000000
5.352252,1329.223877,0.000000,966.198486,0.000000,1329.223877,719.445190,0.000000,0.000000,1.000000
5.368926,1329.217896,0.000000,966.174072,0.000000,1329.217896,719.404907,0.000000,0.000000,1.000000
5.385599,1329.220947,0.000000,966.200378,0.000000,1329.220947,719.434753,0.000000,0.000000,1.000000
