timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
1127998.0398018751, -9.770781555175782, -0.05044514455832541, -0.863105967566371, -0.011372437700629234, 0.0035385950468480587, -0.00937645323574543
1127998.049819875, -9.796078364253045, -0.03981720884330571, -0.8068221314996481, 0.010003690607845783, 0.017315926030278206, -0.013935517519712448
1127998.059837875, -9.774374084472656, -0.034877517605200414, -0.78391975723207, 0.027616696432232857, 0.020737335085868835, -0.013842970132827759
1127998.069855875, -9.8020670825243, -0.013022863883525134, -0.8666976928710938, 0.03491242602467537, 0.027231987565755844, -0.005793033167719841
1127998.079873875, -9.789043579101563, -0.015118615608662367, -0.9123530450463295, 0.026937218382954597, 0.03535293787717819, -0.00035728467628359795
1127998.0898918752, -9.778116302490234, -0.011076947059482336, -0.9509725157171488, 0.01026157010346651, 0.04346039891242981, 0.0032526301220059395
1127998.099908875, -9.778565368652345, -0.011376224001869559, -0.9711803468316794, -0.015154954046010971, 0.05056668445467949, 0.003016936592757702
1127998.109926875, -9.814041595458985, -0.02754282510839403, -0.9877961602807045, -0.03740619495511055, 0.046383392065763474, 0.0030965651385486126
1127998.1199448751, -9.832452723383904, -0.08726846935227514, -0.9888441275060177, -0.052081432193517685, 0.042826831340789795, 0.0009199671912938356
1127998.129962875, -9.888288370370866, -0.1284327853191644, -0.9794136650115252, -0.04728827252984047, 0.03732926771044731, 0.006262801121920347
1127998.139980875, -9.931098759770395, -0.13591739494353533, -0.9735757318139077, -0.025945274159312248, 0.02489507757127285, 0.010511163622140884
1127998.149998875, -9.909243621826173, -0.14624598062597216, -0.9458831723034382, -0.0003882492892444134, 0.012689278461039066, 0.010850982740521431
1127998.160016875, -9.877210235595703, -0.11975082124583424, -0.8984319940209389, 0.014186878688633442, 0.0013762818416580558, 0.007625671569257975
1127998.1700348752, -9.812094472646713, -0.07499404907226563, -0.9190888912975789, 0.019343290477991104, -0.003673870349302888, 0.00040158070623874664
1127998.180052875, -9.768087158203125, -0.06586298229172827, -0.9747734608501196, 0.008378040045499802, 0.0026237850543111563, -0.005974858067929745
1127998.190070875, -9.775273386240006, -0.06511453868821264, -1.0090523240715266, -0.009059272706508636, 0.009992219507694244, -0.008643878623843193
1127998.2000888751, -9.77123062133789, -0.0917592771537602, -0.9951309075951577, -0.022391675040125847, 0.0005694678402505815, -0.009029611945152283
1127998.210106875, -9.770781555175782, -0.12394236124120653, -0.9616004148870707, -0.038384225219488144, -0.0037163570523262024, -0.0026305685751140118
1127998.220124875, -9.78530194580555, -0.11316464544273913, -0.9122033563256264, -0.05269734561443329, -0.002758542075753212, 0.005222435109317303
1127998.230142875, -9.751472294926645, -0.0808320370875299, -0.8973840998858214, -0.06262827664613724, 0.0037073467392474413, 0.011216944083571434
1127998.240160875, -9.720486145019532, -0.04924758911132813, -0.8253841906785966, -0.06816193461418152, 0.0021164051722735167, 0.01058986783027649
1127998.2501788752, -9.677376962900162, -0.0598755522351712, -0.7881116261333228, -0.06582048535346985, -0.0038176504895091057, 0.004146616440266371
1127998.260195875, -9.670041630864144, -0.0508942289929837, -0.8014337760955096, -0.05742468312382698, -0.005110502243041992, -0.0027085882611572742
1127998.270213875, -9.699231516122818, -0.03951781312935054, -0.8000869430601597, -0.04893772304058075, -0.004261486232280731, -0.004580524284392595
1127998.2802318751, -9.716894200444221, -0.05568424064666033, -0.83032340683043, -0.03928280621767044, 0.013614288531243801, -0.0036198291927576065
1127998.290249875, -9.716594238281251, -0.06421649772673846, -0.8602609317004681, -0.034906432032585144, 0.02874637022614479, -0.001094886101782322
1127998.300267875, -9.735306497812271, -0.0975970276258886, -0.8315212820470333, -0.035422950983047485, 0.03092673420906067, 0.002508976263925433
1127998.310285875, -9.768236846923829, -0.10523122547194362, -0.823437579497695, -0.03503093495965004, 0.03428737819194794, 0.0034562628716230392
1127998.320303875, -9.778265991210938, -0.11047028501518072, -0.8402032278478146, -0.03972309082746506, 0.036777980625629425, 0.004229413345456123
1127998.3303218752, -9.793983306884765, -0.13876150804571807, -0.7997872732579708, -0.04943617433309555, 0.03908374533057213, 0.0052198427729308605
1127998.340339875, -9.797575836181641, -0.13861181932501496, -0.7708970578014851, -0.05745480954647064, 0.04384598135948181, 0.002727823331952095
1127998.350357875, -9.824070155024529, -0.1630110442545265, -0.7812257257103921, -0.06206154450774193, 0.0414547324180603, -0.001770255621522665
1127998.3603758751, -9.839337819814682, -0.1555265168566257, -0.7466477774083615, -0.06650904566049576, 0.02455064095556736, -0.0005727000534534454
1127998.370393875, -9.813891906738283, -0.18097372728399932, -0.7689510313421488, -0.0669655129313469, 0.010112314485013485, -0.0024156072176992893
1127998.380411875, -9.79084101319313, -0.14983842769637704, -0.8541239134222269, -0.06578390300273895, 0.010147323831915855, -0.0022671399638056755
1127998.390429875, -9.785601907968521, -0.12289441228844226, -0.9147480645775795, -0.06342114508152008, 0.00769428675994277, -0.0013086679391562939
1127998.400447875, -9.794881439208984, -0.122894467106089, -0.9015759687870741, -0.06555897742509842, 0.004252854734659195, -0.002348903566598892
1127998.4104658752, -9.810749028325082, -0.11481119396165014, -0.9021745774894954, -0.06425695866346359, 0.0035433887969702482, -0.004881569650024176
1127998.420483875, -9.860596541762353, -0.1124162018392235, -0.9163946405053139, -0.06293724477291107, 0.01921272836625576, -0.005788666661828756
1127998.430500875, -9.875264282226563, -0.12005036314018071, -0.9518708673119546, -0.060112688690423965, 0.03799440339207649, -0.005313292611390352
1127998.4405188751, -9.870174865722657, -0.14055767219513654, -0.9521705371141435, -0.050754256546497345, 0.044238604605197906, -0.006213211454451084
1127998.450536875, -9.861492919921876, -0.1462458435818553, -0.919238580018282, -0.04651264101266861, 0.03868511691689491, -0.004306388087570667
1127998.460554875, -9.816136652827263, -0.1600172881130129, -0.8830139826983214, -0.03839046135544777, 0.034049369394779205, -0.007356204092502594
1127998.470572875, -9.793085174560547, -0.13711487730033697, -0.9156464161723853, -0.032887041568756104, 0.030189115554094315, -0.007825452834367752
1127998.480590875, -9.773326263427736, -0.12424163818359375, -0.9081613223254681, -0.034624431282281876, 0.03246726840734482, -0.00675919046625495
1127998.4906088752, -9.761650543212891, -0.1368155272677541, -0.8960372668504716, -0.03656827285885811, 0.033656638115644455, -0.01255689188838005
1127998.500626875, -9.796079533696176, -0.1603165559191257, -0.8764283367991448, -0.040103066712617874, 0.022056307643651962, -0.014366045594215393
1127998.510644875, -9.796377741694451, -0.1502874573133886, -0.8737332820147277, -0.04012303799390793, 0.01043427363038063, -0.010028021410107613
1127998.5206628751, -9.777966613769532, -0.15103595573455095, -0.866249138340354, -0.040928032249212265, -0.001102318288758397, -0.00574449123814702
1127998.530680875, -9.766589686274529, -0.1603165741916746, -0.8360115051269532, -0.04283618554472923, 0.0009499136358499527, 0.0004446953535079956
1127998.540698875, -9.708211669921875, -0.16869915168732405, -0.8589142448455096, -0.03849183768033981, 0.010295194573700428, 0.0009048553183674812
1127998.5507168751, -9.682016728520393, -0.1610649995226413, -0.8508311270177364, -0.03497859463095665, 0.017306232824921608, -8.983537554740906e-05
1127998.560734875, -9.663156534433366, -0.1374142547417432, -0.8340663557499648, -0.03207140043377876, 0.02691081166267395, -0.0016283821314573288
1127998.5707528752, -9.675729217529298, -0.15133535144850613, -0.8439449342340232, -0.02500416897237301, 0.038140829652547836, -0.0010978803038597107
1127998.580770875, -9.69548812866211, -0.15013770463876427, -0.8598121578991413, -0.025371039286255836, 0.04601588845252991, 0.000990839907899499
1127998.590788875, -9.70911155641079, -0.14295278308913112, -0.8479867489635945, -0.023272734135389328, 0.04413063824176788, 0.005036980379372835
1127998.6008068752, -9.710458170175553, -0.1670525940321386, -0.8292762435972691, -0.02130320481956005, 0.033035408705472946, 0.008237665519118309
1127998.610823875, -9.685459569096565, -0.1706450776476413, -0.8282284225523472, -0.024169830605387688, 0.025380417704582214, 0.0076453788205981255
1127998.620841875, -9.698033421635628, -0.13531867660582067, -0.868194799348712, -0.01909521594643593, 0.018452396616339684, 0.00987391546368599
1127998.6308598751, -9.686057739257812, -0.1603166381455958, -0.8518788749724627, -0.023479044437408447, 0.01999303512275219, 0.00861823558807373
1127998.640877875, -9.731264902353287, -0.21869515699334444, -0.8490353740006685, -0.029654353857040405, 0.039867013692855835, -0.0014763101935386658
1127998.6508958752, -9.77108210206032, -0.2014809449762106, -0.8613093374669553, -0.02548064850270748, 0.050817664712667465, 0.0014747383538633585
1127998.660913875, -9.804612375497818, -0.17378859560005366, -0.8955881275981665, -0.017115460708737373, 0.04767325147986412, 0.005345075856894255
1127998.670931875, -9.781259180903435, -0.17214202880859375, -0.8924443721026183, -0.008344338275492191, 0.026031875982880592, 0.010015994310379028
1127998.6809498752, -9.744735133051872, -0.14729369203560055, -0.9142988522350789, -0.005101521499454975, 0.022078849375247955, 0.008442328311502934
1127998.690967875, -9.720485560297966, -0.11705663440749049, -0.9602529971301557, -0.0034503613132983446, 0.03239993005990982, 0.0030134746339172125
1127998.700985875, -9.694889373779297, -0.12543908399529755, -0.9319621212780476, -0.007805837318301201, 0.02513539046049118, -0.0024621528573334217
1127998.7110038751, -9.74862762451172, -0.17064513246528806, -0.9213344413787127, -0.011425605975091457, 0.010856851935386658, -0.005350351333618164
1127998.721021875, -9.778714472651481, -0.18711090087890625, -0.8916962939500809, -0.011066602542996407, -0.00589735759422183, -0.003550879657268524
1127998.731039875, -9.795629298090935, -0.20462452688254418, -0.8851099171489477, -0.01012331061065197, -0.010095563717186451, 0.00017408421263098717
1127998.741057875, -9.807155914306641, -0.1766326721571386, -0.9002279663085938, -0.008735368959605694, -0.0011255908757448196, 0.005975975189357996
1127998.751075875, -9.761500269770623, -0.11630819080397488, -0.8586148674041033, -0.012764198705554008, 0.013074117712676525, 0.006889172829687595
1127998.7610938752, -9.749973653554918, -0.091759213199839, -0.8619080923497677, -0.01134009100496769, 0.03450992330908775, 0.008909318596124649
1127998.771111875, -9.745033925771713, -0.05882762155495584, -0.8638534609973431, -0.014509252272546291, 0.04867234826087952, 0.009685629978775978
1127998.781129875, -9.732461242675782, -0.053438809337094426, -0.8608601251244545, -0.010348234325647354, 0.0575227253139019, 0.01067386381328106
1127998.7911468751, -9.751172332763673, -0.05044515369459987, -0.8852594596892596, -0.007873092778027058, 0.05842500552535057, 0.009760665707290173
1127998.8011651668, -9.842782999277116, -0.03472776493057609, -0.9044196890294552, -0.008929463103413582, 0.05076238140463829, 0.00864776223897934
1127998.8111831667, -9.88993377685547, -0.040864956798031926, -0.9493263052403927, -0.010714048519730568, 0.04589731991291046, 0.01160387136042118
1127998.8212011668, -9.915380859375, -0.05478607177734375, -0.9689350891113282, -0.013040414080023766, 0.044152792543172836, 0.010779956355690956
