timestamp, frame, x, y, z, qx, qy, qz, qw
1127998.78654425, 000026, -0.19119644, -0.05195568, 0.8441364, 0.9830839, -0.013538185, 0.17587169, 0.04931503
1127998.81989175, 000027, -0.19202936, -0.05250944, 0.8405482, 0.98300576, -0.013574579, 0.17607492, 0.05012834
1127998.853239375, 000028, -0.19297218, -0.053110745, 0.8371565, 0.9829099, -0.013685643, 0.17639424, 0.050851233
1127998.886586875, 000029, -0.19386755, -0.053587373, 0.83372355, 0.98283994, -0.014181185, 0.17670378, 0.05099348
1127998.919934416, 000030, -0.19382082, -0.053729124, 0.8300987, 0.98281294, -0.0146087445, 0.17683746, 0.050930016
1127998.953281958, 000031, -0.19443278, -0.053857252, 0.8262839, 0.9828164, -0.01505047, 0.17683764, 0.050733488
1127998.986629416, 000032, -0.19498633, -0.053958025, 0.8223651, 0.98288137, -0.015587142, 0.17643252, 0.050722804
1127999.019977041, 000033, -0.19535282, -0.05398614, 0.818265, 0.9829482, -0.015668284, 0.17597747, 0.050982293
1127999.053324458, 000034, -0.19620578, -0.054011773, 0.81391203, 0.98288304, -0.015672866, 0.17610036, 0.0518067
1127999.086672125, 000035, -0.19591862, -0.054080103, 0.80938596, 0.9827475, -0.015709663, 0.17664395, 0.052510943
1127999.120019625, 000036, -0.19521245, -0.05404837, 0.8045453, 0.9826483, -0.015645092, 0.17707185, 0.052943762
1127999.153367083, 000037, -0.1943661, -0.053890053, 0.7987728, 0.9825082, -0.015585796, 0.17765945, 0.05358884
1127999.186714625, 000038, -0.19262719, -0.053665567, 0.7931103, 0.9823302, -0.015904281, 0.17826901, 0.054723106
1127999.220062166, 000039, -0.19039151, -0.053203195, 0.7871492, 0.9821703, -0.015951449, 0.178814, 0.05579102
1127999.253409791, 000040, -0.18861479, -0.051903047, 0.781067, 0.98213416, -0.015818547, 0.17878588, 0.056548875
1127999.286757208, 000041, -0.18592781, -0.050889898, 0.77473396, 0.9821774, -0.0154062, 0.17844823, 0.056977842
1127999.320104833, 000042, -0.18289661, -0.049977314, 0.76823556, 0.9823069, -0.014737903, 0.17780085, 0.056944814
1127999.353452291, 000043, -0.17836964, -0.049548287, 0.76173663, 0.9825028, -0.013849565, 0.17686586, 0.056699138
1127999.386799875, 000044, -0.1747018, -0.049137525, 0.7550686, 0.9826736, -0.012682206, 0.17616174, 0.05620358
1127999.420147458, 000045, -0.17077345, -0.049007613, 0.74815786, 0.9828909, -0.01184832, 0.17527425, 0.055352855
1127999.453494958, 000046, -0.1661886, -0.04810493, 0.74062854, 0.9831369, -0.011323954, 0.17428999, 0.054190908
1127999.486842458, 000047, -0.16148701, -0.048156492, 0.73268795, 0.9834039, -0.010552974, 0.17356306, 0.051780727
1127999.520189958, 000048, -0.15637732, -0.04844534, 0.7241329, 0.98356706, -0.009780191, 0.17323887, 0.0498843
1127999.553537583, 000049, -0.1504183, -0.049099047, 0.7150752, 0.9836673, -0.009021271, 0.1727837, 0.049628355
1127999.586885041, 000050, -0.14456475, -0.049669422, 0.7055393, 0.98394734, -0.008356317, 0.17141762, 0.04892606
1127999.620232541, 000051, -0.13859683, -0.050150078, 0.6958602, 0.9846121, -0.008083448, 0.16829033, 0.046389386
1127999.653580166, 000052, -0.131458, -0.049744215, 0.68597156, 0.9853071, -0.008254018, 0.16489786, 0.043709062
1127999.686927625, 000053, -0.12535712, -0.04989065, 0.6760951, 0.98584515, -0.00831282, 0.16216595, 0.041742347
1127999.720275125, 000054, -0.11932508, -0.05007618, 0.6662558, 0.9863591, -0.008366012, 0.15917721, 0.041088827
1127999.753622791, 000055, -0.1129667, -0.049775653, 0.65746945, 0.9868147, -0.008530699, 0.1563724, 0.04088672
1127999.786970208, 000056, -0.10744302, -0.04945574, 0.64900786, 0.9872736, -0.008307593, 0.15382318, 0.039500505
1127999.820317833, 000057, -0.10235953, -0.049011383, 0.6411921, 0.987716, -0.007945536, 0.15122354, 0.03853931
1127999.853665375, 000058, -0.09760159, -0.048224106, 0.6338515, 0.9881311, -0.0074232756, 0.14877868, 0.037505824
1127999.887012916, 000059, -0.09315225, -0.047897212, 0.6268975, 0.9883261, -0.0064428505, 0.14770512, 0.036786493
1127999.920360416, 000060, -0.08878534, -0.047846533, 0.6201281, 0.9881958, -0.0052620135, 0.14854458, 0.037093803
1127999.953707916, 000061, -0.08449949, -0.047766652, 0.6131957, 0.9878463, -0.004021866, 0.15063448, 0.03811424
1127999.9870555, 000062, -0.080392316, -0.047705136, 0.6064475, 0.9875086, -0.0034546263, 0.15236877, 0.03998254
1128000.020403, 000063, -0.07652293, -0.047510933, 0.59973925, 0.9872596, -0.0033989055, 0.15355474, 0.041566726
1128000.053750541, 000064, -0.0724172, -0.047248825, 0.5925385, 0.9870651, -0.0038047738, 0.15437548, 0.043082915
1128000.087098041, 000065, -0.069258496, -0.04707579, 0.58570725, 0.9869657, -0.004281144, 0.15481065, 0.04374898
1128000.120445541, 000066, -0.06653653, -0.047069147, 0.5788822, 0.98685205, -0.0048045665, 0.15544008, 0.044026855
1128000.153793166, 000067, -0.06449988, -0.047460265, 0.5713416, 0.98668605, -0.005170863, 0.15641713, 0.044244952
1128000.18714075, 000068, -0.062612094, -0.04759769, 0.5642115, 0.98649246, -0.005364789, 0.15739097, 0.04507617
1128000.220488166, 000069, -0.061087422, -0.047707263, 0.55701184, 0.9863118, -0.0055835485, 0.15815552, 0.046310402
1128000.253835833, 000070, -0.059523262, -0.046839662, 0.5489541, 0.98616046, -0.005898138, 0.15885422, 0.04709639
1128000.287183291, 000071, -0.058980867, -0.046531934, 0.5414522, 0.98596245, -0.0061357864, 0.15989764, 0.047677368
1128000.32053075, 000072, -0.058898527, -0.046172976, 0.53383505, 0.9857272, -0.0063998094, 0.16117637, 0.048198313
1128000.353878375, 000073, -0.05997409, -0.044975508, 0.5259601, 0.9855018, -0.0065672207, 0.16253226, 0.048232097
1128000.387225875, 000074, -0.0606978, -0.044516012, 0.51800084, 0.9852166, -0.006558304, 0.16415666, 0.048557535
1128000.420573416, 000075, -0.06159304, -0.044231668, 0.5098434, 0.9848533, -0.006521222, 0.1661028, 0.04930772
1128000.453921, 000076, -0.062628806, -0.043321066, 0.50125885, 0.9844796, -0.006576268, 0.1681616, 0.04978148
1128000.487268458, 000077, -0.06418428, -0.04301827, 0.49264577, 0.9840381, -0.006803261, 0.17067432, 0.049929865
1128000.520616083, 000078, -0.06602547, -0.042753115, 0.48382172, 0.9835825, -0.007469837, 0.17313316, 0.05034459
1128000.553963583, 000079, -0.06933767, -0.043048386, 0.47530854, 0.98322314, -0.008602548, 0.17504658, 0.05056639
1128000.587311166, 000080, -0.07198505, -0.042792898, 0.46622625, 0.9828674, -0.009737397, 0.17687395, 0.050915357
1128000.620658583, 000081, -0.074809864, -0.042526625, 0.4570287, 0.9825492, -0.010882853, 0.17837276, 0.051592093
1128000.65400625, 000082, -0.07861541, -0.042516556, 0.44812778, 0.9822887, -0.012157237, 0.17959066, 0.052041683
1128000.68735375, 000083, -0.08210795, -0.042185035, 0.43901622, 0.9820123, -0.013165554, 0.18093659, 0.052350372
1128000.720701208, 000084, -0.085853554, -0.041881938, 0.42997992, 0.9816726, -0.013882597, 0.18275295, 0.05222562
1128000.754048791, 000085, -0.09026796, -0.041571166, 0.4198319, 0.98126745, -0.014489959, 0.18485919, 0.052261647
1128000.787396291, 000086, -0.094541214, -0.041597314, 0.4108025, 0.98083746, -0.015143074, 0.18721539, 0.051759034
1128000.820743875, 000087, -0.099021226, -0.041692954, 0.40196925, 0.9803451, -0.015677119, 0.18988769, 0.05119004
1128000.854091333, 000088, -0.10486779, -0.041701697, 0.39434594, 0.97992384, -0.016020268, 0.19226527, 0.050265193
1128000.887438916, 000089, -0.10987473, -0.041846573, 0.38599136, 0.97958827, -0.016147016, 0.19409145, 0.0497454
1128000.920786416, 000090, -0.114834495, -0.04194441, 0.37772474, 0.9793051, -0.015827693, 0.19568245, 0.049186967
1128000.954133958, 000091, -0.11997565, -0.041644014, 0.370928, 0.97905207, -0.015299167, 0.19708434, 0.048792608
1128000.987481541, 000092, -0.12497674, -0.041449856, 0.36353794, 0.97892225, -0.01465948, 0.19803514, 0.047732387
1128001.020829, 000093, -0.12984268, -0.04127093, 0.35636395, 0.97884625, -0.013910909, 0.19860925, 0.047125455
1128001.054176541, 000094, -0.13488801, -0.041691795, 0.35036144, 0.9787833, -0.013025277, 0.19900702, 0.047008112
1128001.087524083, 000095, -0.13937145, -0.041803285, 0.34381554, 0.9786502, -0.0121980375, 0.19964415, 0.04729952
1128001.120871583, 000096, -0.1435783, -0.0419407, 0.3374158, 0.97852343, -0.011748329, 0.20025569, 0.047449935
1128001.15421925, 000097, -0.14768934, -0.042368475, 0.33260015, 0.9783865, -0.011694385, 0.20086803, 0.047698624
1128001.187566708, 000098, -0.15131578, -0.042557936, 0.32689038, 0.97829235, -0.012155581, 0.20126179, 0.04785475
1128001.220914291, 000099, -0.15476738, -0.042629875, 0.3213601, 0.9783252, -0.012616706, 0.2011789, 0.04741052
1128001.254261791, 000100, -0.15881623, -0.042228986, 0.31524384, 0.9783377, -0.013107299, 0.20123824, 0.046762146
1128001.287609208, 000101, -0.16187339, -0.042412806, 0.31014752, 0.9783106, -0.013580803, 0.20142378, 0.046394084
1128001.320956791, 000102, -0.16449845, -0.04279039, 0.30525672, 0.9781955, -0.014033806, 0.20194162, 0.04643473
1128001.35430425, 000103, -0.16695789, -0.04248888, 0.30048665, 0.9779799, -0.014355218, 0.20272467, 0.047454555
1128001.387651958, 000104, -0.16894643, -0.042788785, 0.2956298, 0.9778491, -0.014434514, 0.20331374, 0.047605842
1128001.420999416, 000105, -0.17067966, -0.043050192, 0.29093024, 0.97773445, -0.014628587, 0.20378804, 0.04787275
1128001.454346916, 000106, -0.17209388, -0.042365737, 0.28643897, 0.97776973, -0.014854405, 0.20371036, 0.047410533
1128001.487694375, 000107, -0.17348617, -0.04218824, 0.2825024, 0.97782284, -0.014389768, 0.20365809, 0.046677362
1128001.521042, 000108, -0.17451984, -0.042073164, 0.27880096, 0.977687, -0.01366416, 0.20442005, 0.04640971
1128001.554389541, 000109, -0.1756425, -0.04265537, 0.27556401, 0.97748464, -0.013138522, 0.20541993, 0.046408072
1128001.587737083, 000110, -0.17582406, -0.042826127, 0.27213323, 0.97723025, -0.012713827, 0.20658985, 0.04669023
1128001.621084541, 000111, -0.17546803, -0.042998876, 0.26875138, 0.9769487, -0.012436016, 0.2077535, 0.047488075
1128001.654432125, 000112, -0.17441002, -0.042910106, 0.26548952, 0.9767543, -0.0122131035, 0.20859341, 0.047860954
1128001.687779666, 000113, -0.17356926, -0.043042548, 0.26222935, 0.9764684, -0.012055495, 0.2099351, 0.047867015
1128001.721127166, 000114, -0.1724832, -0.043213855, 0.25897047, 0.97613806, -0.012002594, 0.2114593, 0.04791
1128001.754474625, 000115, -0.17077146, -0.04330442, 0.25534394, 0.9758376, -0.011883867, 0.21278061, 0.048209976
1128001.787822291, 000116, -0.16904262, -0.04360054, 0.25192574, 0.9755468, -0.011866202, 0.21393466, 0.048985735
1128001.82116975, 000117, -0.16703707, -0.043989096, 0.24841256, 0.97533303, -0.012021899, 0.21468866, 0.049895935
1128001.854517333, 000118, -0.16542977, -0.045510363, 0.24440666, 0.97513556, -0.012271151, 0.21533908, 0.050884202
1128001.887864791, 000119, -0.16309363, -0.046076383, 0.24053253, 0.97493637, -0.012887408, 0.21590942, 0.052115604
1128001.921212291, 000120, -0.16061062, -0.046458907, 0.23661064, 0.97482556, -0.013679511, 0.21616057, 0.05294033
1128001.954559875, 000121, -0.15818506, -0.046175707, 0.23252325, 0.97478914, -0.014258732, 0.2163093, 0.052850924
1128001.987907333, 000122, -0.1556198, -0.04628829, 0.22855927, 0.9747751, -0.014550294, 0.21646224, 0.052402493
1128002.021254875, 000123, -0.15283847, -0.046468988, 0.2244758, 0.97471064, -0.014533623, 0.21678488, 0.052270256
1128002.054602416, 000124, -0.14969978, -0.04672595, 0.22037673, 0.97475505, -0.01412292, 0.21664971, 0.052114725
1128002.08795, 000125, -0.14681026, -0.04700761, 0.21611138, 0.9748634, -0.013307842, 0.21628405, 0.051821724
1128002.121297375, 000126, -0.14395024, -0.04740099, 0.21197113, 0.97503185, -0.012118451, 0.21565758, 0.05155337
1128002.154645, 000127, -0.14078923, -0.04822014, 0.20765373, 0.9751755, -0.011214633, 0.21509138, 0.05140644
1128002.187992541, 000128, -0.13761628, -0.048846427, 0.20370996, 0.9752529, -0.01074168, 0.21463627, 0.051938854
1128002.22134, 000129, -0.13417129, -0.049305685, 0.19993514, 0.97541255, -0.011244065, 0.2138918, 0.05190607
1128002.254687583, 000130, -0.12985153, -0.04868695, 0.19626562, 0.9755858, -0.012097068, 0.21319102, 0.051337548
1128002.288035, 000131, -0.12587646, -0.048673782, 0.19209795, 0.97572494, -0.0128670335, 0.21257141, 0.051075965
1128002.321382541, 000132, -0.12180333, -0.04877994, 0.18786341, 0.9759115, -0.01390343, 0.21175244, 0.050638806
1128002.354730083, 000133, -0.11888434, -0.04894132, 0.18373467, 0.97590625, -0.014417425, 0.21211243, 0.049064666
1128002.388077625, 000134, -0.115151204, -0.049228337, 0.17945518, 0.9757297, -0.0143778, 0.21326207, 0.047582038
1128002.421425166, 000135, -0.11111182, -0.049754716, 0.1750636, 0.9754326, -0.01412722, 0.21459433, 0.047758713
1128002.454772708, 000136, -0.10816559, -0.050394755, 0.17028937, 0.97518396, -0.013722267, 0.2155987, 0.04842619
1128002.488120208, 000137, -0.104156576, -0.05098752, 0.16562489, 0.9749941, -0.013092835, 0.21629834, 0.04929505
1128002.521467708, 000138, -0.10012984, -0.051574916, 0.16072571, 0.97487706, -0.012549028, 0.21660912, 0.050375566
1128002.55481525, 000139, -0.095630676, -0.051954698, 0.15551865, 0.9747431, -0.012063477, 0.21692605, 0.05170523
1128002.588162791, 000140, -0.09173574, -0.05240409, 0.1503209, 0.9746121, -0.011687968, 0.21731995, 0.052598696
1128002.621510291, 000141, -0.088016614, -0.052658115, 0.14522362, 0.9746276, -0.011334831, 0.21729498, 0.05249229
1128002.654857916, 000142, -0.084539235, -0.052215792, 0.14031672, 0.97481734, -0.011098859, 0.21651201, 0.052254125
1128002.68820525, 000143, -0.08096206, -0.05204853, 0.13547316, 0.9750819, -0.010941673, 0.21532145, 0.052270055
1128002.721552916, 000144, -0.07724902, -0.0519696, 0.13064978, 0.9752751, -0.010954234, 0.2143294, 0.05273925
1128002.754900375, 000145, -0.07337792, -0.051220182, 0.12608726, 0.9754944, -0.010820922, 0.21318407, 0.053349152
1128002.788247916, 000146, -0.06964649, -0.05102049, 0.12139304, 0.9757513, -0.010699075, 0.21191266, 0.053739876
1128002.821595458, 000147, -0.06609044, -0.05085775, 0.11680122, 0.9759968, -0.010323373, 0.21083362, 0.05359879
1128002.854942916, 000148, -0.06355588, -0.051107604, 0.11231643, 0.9762083, -0.009789802, 0.2099411, 0.053349603
1128002.888290458, 000149, -0.060209725, -0.051387772, 0.10794455, 0.97634906, -0.009011239, 0.2092791, 0.05351225
1128002.921637958, 000150, -0.056613866, -0.05195348, 0.103565514, 0.97639084, -0.008442286, 0.20882574, 0.05460193
1128002.9549855, 000151, -0.052989095, -0.052483637, 0.09852572, 0.97649574, -0.0077406005, 0.20805643, 0.055755407
1128002.988333, 000152, -0.049399998, -0.05322786, 0.093994044, 0.97659373, -0.007213292, 0.20720822, 0.057248726
1128003.021680583, 000153, -0.045848556, -0.054065805, 0.08963229, 0.97675014, -0.006949472, 0.20604108, 0.058803692
1128003.055028041, 000154, -0.042866893, -0.055057038, 0.08544257, 0.97693133, -0.0067028175, 0.20482284, 0.060064778
1128003.088375583, 000155, -0.039519705, -0.055906303, 0.08144817, 0.9770803, -0.0065388842, 0.20382555, 0.06104507
1128003.121723041, 000156, -0.036143206, -0.05680866, 0.07765487, 0.9771698, -0.006347815, 0.20304249, 0.062230304
1128003.155070625, 000157, -0.03338157, -0.058129832, 0.07379833, 0.97724843, -0.0061792973, 0.20229521, 0.06343473
1128003.188418041, 000158, -0.030279106, -0.059394408, 0.07039768, 0.97734666, -0.0060464684, 0.20151864, 0.064398386
1128003.221765541, 000159, -0.02726258, -0.060873173, 0.06692973, 0.9773842, -0.0058383695, 0.2009397, 0.065643944
1128003.255113125, 000160, -0.024736611, -0.062231705, 0.063535556, 0.97727525, -0.005598548, 0.20076154, 0.06779745
1128003.288460708, 000161, -0.021803483, -0.06428483, 0.05988004, 0.97702026, -0.005486043, 0.20104827, 0.07057547
1128003.321808125, 000162, -0.018912204, -0.06649626, 0.056175712, 0.9767638, -0.0053090095, 0.20137435, 0.073162146
1128003.355155708, 000163, -0.016266553, -0.06883563, 0.05162934, 0.97645986, -0.0052335374, 0.20168318, 0.07630645
1128003.388503166, 000164, -0.013509921, -0.07132973, 0.047903437, 0.9760575, -0.0054550525, 0.20226537, 0.07981652
1128003.421850708, 000165, -0.010840205, -0.07386547, 0.044243064, 0.975524, -0.006084609, 0.20319884, 0.08382209
1128003.45519825, 000166, -0.009092085, -0.07638073, 0.041445326, 0.9750724, -0.006956262, 0.20392412, 0.087180376
1128003.488545833, 000167, -0.006998405, -0.07855881, 0.037995607, 0.97462976, -0.007999262, 0.20466821, 0.09024318
1128003.52189325, 000168, -0.0051387846, -0.080555126, 0.034594297, 0.9742122, -0.008806646, 0.2053161, 0.09315761
1128003.555240708, 000169, -0.0036362533, -0.08233613, 0.031185256, 0.9737517, -0.00911197, 0.2062282, 0.09588751
1128003.588588291, 000170, -0.0022502467, -0.08429771, 0.02802002, 0.9732366, -0.009312399, 0.2074082, 0.09851661
1128003.62193575, 000171, -0.001074703, -0.08627372, 0.024803407, 0.9726229, -0.00917591, 0.20891885, 0.10135828
1128003.655283333, 000172, -0.00030690923, -0.08775379, 0.02155794, 0.9720406, -0.008819557, 0.21018817, 0.10430763
1128003.688630791, 000173, 0.00048515454, -0.08968175, 0.018005667, 0.9713805, -0.008639153, 0.21159638, 0.10757482
1128003.721978375, 000174, 0.0011810388, -0.09167368, 0.014265502, 0.9706883, -0.008689273, 0.2131076, 0.11078717
1128003.755325875, 000175, 0.0022819676, -0.093471706, 0.009990264, 0.9700503, -0.008839236, 0.21446975, 0.113696985
1128003.788673291, 000176, 0.0028099432, -0.095428176, 0.005712944, 0.9694333, -0.009346094, 0.21559606, 0.11674756
1128003.822020916, 000177, 0.0031815718, -0.097405136, 0.0012089233, 0.9688684, -0.01017126, 0.21652216, 0.11961887
1128003.855368416, 000178, 0.004177703, -0.0991509, -0.0038424865, 0.96841186, -0.011346774, 0.21702692, 0.12226611
1128003.888715916, 000179, 0.0043786042, -0.10109314, -0.008891692, 0.9680807, -0.012472939, 0.21746238, 0.123993
1128003.922063416, 000180, 0.004366985, -0.10308434, -0.014254377, 0.96768534, -0.0136357695, 0.21807425, 0.1258681
1128003.955410958, 000181, 0.003910724, -0.10505348, -0.019697351, 0.9671694, -0.014754023, 0.21912563, 0.12786551
1128003.988758416, 000182, 0.003440652, -0.10681756, -0.025862077, 0.96665484, -0.015865056, 0.22059597, 0.12908971
1128004.022105875, 000183, 0.0027974732, -0.108369336, -0.032502282, 0.9660377, -0.016980296, 0.22239679, 0.13047037
1128004.055453416, 000184, 0.0014120713, -0.109872684, -0.03952857, 0.96542245, -0.017924502, 0.22448352, 0.1313218
1128004.088800958, 000185, 0.00040436417, -0.11121884, -0.04721327, 0.9647204, -0.018723037, 0.22669885, 0.1325577
1128004.122148541, 000186, -0.00069927424, -0.112523824, -0.055395946, 0.96409184, -0.019670116, 0.22830786, 0.13422191
1128004.155496, 000187, -0.0015025325, -0.112924606, -0.063597456, 0.96370125, -0.020689614, 0.2292462, 0.13527013
1128004.188843458, 000188, -0.003059068, -0.11394675, -0.072297946, 0.96344113, -0.021871703, 0.22989944, 0.1358272
1128004.222191083, 000189, -0.0049751066, -0.115009576, -0.081169955, 0.9631544, -0.023072531, 0.23069172, 0.13631839
1128004.2555385, 000190, -0.0076708137, -0.115766264, -0.08987208, 0.9627636, -0.02416121, 0.23234496, 0.13608167
1128004.288885958, 000191, -0.010237993, -0.11676723, -0.09895537, 0.9622216, -0.025287548, 0.23461209, 0.13582025
1128004.322233541, 000192, -0.012991567, -0.1177454, -0.10820821, 0.9615812, -0.026533382, 0.23742992, 0.13522021
1128004.355581125, 000193, -0.015299704, -0.11750664, -0.11715184, 0.96079016, -0.027550979, 0.24082638, 0.13463242
1128004.388928458, 000194, -0.018208388, -0.118091926, -0.12665619, 0.95995575, -0.028286893, 0.24427702, 0.13421464
1128004.422276041, 000195, -0.021260519, -0.11866151, -0.13612913, 0.9592697, -0.02878339, 0.24737695, 0.13333324
1128004.4556235, 000196, -0.025024958, -0.118914336, -0.14572789, 0.95863837, -0.028761605, 0.25049403, 0.13205287
1128004.488971041, 000197, -0.02830021, -0.11913936, -0.15515298, 0.95811516, -0.02866211, 0.25319186, 0.13071993
1128004.522318583, 000198, -0.03143887, -0.11913362, -0.16445963, 0.9576431, -0.028596213, 0.25563273, 0.12943682
1128004.555666083, 000199, -0.035660848, -0.11911066, -0.1743288, 0.95710003, -0.028258517, 0.25809866, 0.1286314
1128004.5890135, 000200, -0.038697466, -0.118685514, -0.18338248, 0.9565868, -0.028196426, 0.260219, 0.12819003
1128004.622361041, 000201, -0.041364677, -0.118156135, -0.19211747, 0.95608145, -0.028395627, 0.26223654, 0.12780435
1128004.655708541, 000202, -0.04423558, -0.11695572, -0.20166014, 0.95556724, -0.028441602, 0.2642712, 0.12744808
1128004.689056125, 000203, -0.046327796, -0.11643323, -0.21010305, 0.9551243, -0.028421866, 0.26612136, 0.12692137
1128004.722403583, 000204, -0.047951482, -0.11620824, -0.21810186, 0.95471895, -0.02835807, 0.2675126, 0.12706101
1128004.755751041, 000205, -0.0495915, -0.11549321, -0.22632091, 0.95444536, -0.028136017, 0.26822942, 0.12765333
1128004.789098625, 000206, -0.050407413, -0.11567506, -0.23384297, 0.954186, -0.02793905, 0.26850253, 0.12905343
1128004.822446083, 000207, -0.050770972, -0.116072476, -0.2411107, 0.95399874, -0.027755056, 0.26872915, 0.1300026
1128004.855793666, 000208, -0.051616423, -0.115803644, -0.2482444, 0.9537359, -0.027625294, 0.26948717, 0.13038896
1128004.889141041, 000209, -0.05125097, -0.11634569, -0.25505835, 0.9533863, -0.027614908, 0.27063254, 0.13057579
1128004.922488625, 000210, -0.0503352, -0.1170779, -0.2616893, 0.95302397, -0.027824854, 0.2719391, 0.13046125
1128004.955836125, 000211, -0.04919871, -0.11695127, -0.26904714, 0.952672, -0.028207453, 0.2730703, 0.13058695
1128004.989183666, 000212, -0.04719338, -0.1176992, -0.27588794, 0.9522491, -0.028600328, 0.27417457, 0.13127053
1128005.022531083, 000213, -0.04465478, -0.11854878, -0.28279042, 0.9518886, -0.028968466, 0.27494293, 0.13219404
1128005.055878583, 000214, -0.042340945, -0.118141696, -0.29087552, 0.9515462, -0.02933651, 0.2754698, 0.13347459
1128005.089226166, 000215, -0.039204877, -0.118735656, -0.2981066, 0.9513006, -0.029566722, 0.2758221, 0.13444372
1128005.122573625, 000216, -0.035733584, -0.1193118, -0.30538744, 0.951138, -0.029549466, 0.27616012, 0.13490292
1128005.155921166, 000217, -0.03317839, -0.119237274, -0.3135379, 0.9510047, -0.029611692, 0.27658966, 0.13494946
1128005.189268583, 000218, -0.0291342, -0.11941193, -0.32124785, 0.95084053, -0.029937645, 0.27699125, 0.13521047
1128005.222616083, 000219, -0.024608871, -0.11937386, -0.32911688, 0.9507924, -0.030186124, 0.27726743, 0.13492745
1128005.255963541, 000220, -0.020556588, -0.118801095, -0.33834758, 0.95066506, -0.030510653, 0.27773753, 0.13478453
1128005.289311041, 000221, -0.015300274, -0.118346065, -0.34690014, 0.9505927, -0.03082844, 0.27801147, 0.13465771
1128005.322658708, 000222, -0.009578791, -0.117778555, -0.35561723, 0.95064044, -0.030971585, 0.27801055, 0.1342893
1128005.356006083, 000223, -0.0038374674, -0.11626374, -0.36532164, 0.9508317, -0.030873092, 0.277881, 0.13322176
1128005.389353625, 000224, 0.0025572032, -0.11537646, -0.37444094, 0.95113915, -0.030608188, 0.27755585, 0.13175784
1128005.422701041, 000225, 0.009276055, -0.11456856, -0.3836085, 0.95152324, -0.030176446, 0.27710614, 0.1300193
1128005.456048625, 000226, 0.016617682, -0.11327328, -0.3938322, 0.9520023, -0.029573683, 0.2763509, 0.12824668
1128005.489396125, 000227, 0.023845067, -0.11243924, -0.4033563, 0.9525396, -0.02878444, 0.27524617, 0.12680395
